Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,151,12,E:System.Windows.Forms.Control.Click,,,,,this.addResource.Click += new System.EventHandler(this.addResource_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,150,12,T:System.Windows.Forms.Button,,,,,this.addResource.UseVisualStyleBackColor = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,150,12,P:System.Windows.Forms.ButtonBase.UseVisualStyleBackColor,,,,,this.addResource.UseVisualStyleBackColor = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,149,12,T:System.Windows.Forms.Button,,,,,"this.addResource.Text = ""Add"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,149,12,P:System.Windows.Forms.ButtonBase.Text,,,,,"this.addResource.Text = ""Add"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,148,12,T:System.Windows.Forms.Button,,,,,this.addResource.TabIndex = 22;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,148,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.addResource.TabIndex = 22;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,147,12,T:System.Windows.Forms.Button,,,,,"this.addResource.Size = new System.Drawing.Size(99, 27);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,147,12,P:System.Windows.Forms.Control.Size,,,,,"this.addResource.Size = new System.Drawing.Size(99, 27);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,146,12,T:System.Windows.Forms.Button,,,,,"this.addResource.Name = ""addResource"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,146,12,P:System.Windows.Forms.Control.Name,,,,,"this.addResource.Name = ""addResource"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,145,12,T:System.Windows.Forms.Button,,,,,"this.addResource.Location = new System.Drawing.Point(751, 413);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,145,12,P:System.Windows.Forms.Control.Location,,,,,"this.addResource.Location = new System.Drawing.Point(751, 413);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,144,12,T:System.Drawing.GraphicsUnit,,,,,"this.addResource.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,144,12,T:System.Drawing.GraphicsUnit,,,,,"this.addResource.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,144,12,F:System.Drawing.GraphicsUnit.Point,,,,,"this.addResource.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,144,12,T:System.Drawing.FontStyle,,,,,"this.addResource.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,144,12,T:System.Drawing.FontStyle,,,,,"this.addResource.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,144,12,F:System.Drawing.FontStyle.Regular,,,,,"this.addResource.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,144,12,T:System.Drawing.Font,,,,,"this.addResource.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,144,12,"M:System.Drawing.Font.#ctor(System.String,System.Single,System.Drawing.FontStyle,System.Drawing.GraphicsUnit,System.Byte)",,,,,"this.addResource.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,144,12,T:System.Windows.Forms.Button,,,,,"this.addResource.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,144,12,T:System.Drawing.Font,,,,,"this.addResource.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,144,12,P:System.Windows.Forms.Control.Font,,,,,"this.addResource.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,143,12,T:System.Windows.Forms.FlatStyle,,,,,this.addResource.FlatStyle = System.Windows.Forms.FlatStyle.Flat;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,143,12,T:System.Windows.Forms.FlatStyle,,,,,this.addResource.FlatStyle = System.Windows.Forms.FlatStyle.Flat;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,143,12,F:System.Windows.Forms.FlatStyle.Flat,,,,,this.addResource.FlatStyle = System.Windows.Forms.FlatStyle.Flat;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,143,12,T:System.Windows.Forms.Button,,,,,this.addResource.FlatStyle = System.Windows.Forms.FlatStyle.Flat;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,143,12,T:System.Windows.Forms.FlatStyle,,,,,this.addResource.FlatStyle = System.Windows.Forms.FlatStyle.Flat;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,143,12,P:System.Windows.Forms.ButtonBase.FlatStyle,,,,,this.addResource.FlatStyle = System.Windows.Forms.FlatStyle.Flat;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,142,12,T:System.Windows.Forms.Button,,,,,this.addResource.FlatAppearance.BorderSize = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,142,12,T:System.Windows.Forms.FlatButtonAppearance,,,,,this.addResource.FlatAppearance.BorderSize = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,142,12,P:System.Windows.Forms.ButtonBase.FlatAppearance,,,,,this.addResource.FlatAppearance.BorderSize = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,142,12,P:System.Windows.Forms.FlatButtonAppearance.BorderSize,,,,,this.addResource.FlatAppearance.BorderSize = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,141,12,T:System.Windows.Forms.Cursors,,,,,this.addResource.Cursor = System.Windows.Forms.Cursors.Hand;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,141,12,T:System.Windows.Forms.Cursor,,,,,this.addResource.Cursor = System.Windows.Forms.Cursors.Hand;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,141,12,P:System.Windows.Forms.Cursors.Hand,,,,,this.addResource.Cursor = System.Windows.Forms.Cursors.Hand;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,141,12,T:System.Windows.Forms.Button,,,,,this.addResource.Cursor = System.Windows.Forms.Cursors.Hand;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,141,12,T:System.Windows.Forms.Cursor,,,,,this.addResource.Cursor = System.Windows.Forms.Cursors.Hand;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,141,12,P:System.Windows.Forms.Control.Cursor,,,,,this.addResource.Cursor = System.Windows.Forms.Cursors.Hand;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,140,12,T:System.Windows.Forms.Button,,,,,"this.addResource.BackColor = System.Drawing.Color.FromArgb(((int)(((byte)(214)))), ((int)(((byte)(214)))), ((int)(((byte)(177)))));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,140,12,P:System.Windows.Forms.ButtonBase.BackColor,,,,,"this.addResource.BackColor = System.Drawing.Color.FromArgb(((int)(((byte)(214)))), ((int)(((byte)(214)))), ((int)(((byte)(177)))));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,136,12,T:System.Windows.Forms.Button,,,,,this.saveResource.Click += new System.EventHandler(this.saveResource_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,136,12,E:System.Windows.Forms.Control.Click,,,,,this.saveResource.Click += new System.EventHandler(this.saveResource_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,135,12,T:System.Windows.Forms.Button,,,,,this.saveResource.UseVisualStyleBackColor = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,135,12,P:System.Windows.Forms.ButtonBase.UseVisualStyleBackColor,,,,,this.saveResource.UseVisualStyleBackColor = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,134,12,T:System.Windows.Forms.Button,,,,,"this.saveResource.Text = ""Save"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,134,12,P:System.Windows.Forms.ButtonBase.Text,,,,,"this.saveResource.Text = ""Save"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,133,12,T:System.Windows.Forms.Button,,,,,this.saveResource.TabIndex = 19;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,133,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.saveResource.TabIndex = 19;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,132,12,T:System.Windows.Forms.Button,,,,,"this.saveResource.Size = new System.Drawing.Size(99, 27);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,132,12,P:System.Windows.Forms.Control.Size,,,,,"this.saveResource.Size = new System.Drawing.Size(99, 27);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,131,12,T:System.Windows.Forms.Button,,,,,"this.saveResource.Name = ""saveResource"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,131,12,P:System.Windows.Forms.Control.Name,,,,,"this.saveResource.Name = ""saveResource"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,130,12,T:System.Windows.Forms.Button,,,,,"this.saveResource.Location = new System.Drawing.Point(880, 413);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,130,12,P:System.Windows.Forms.Control.Location,,,,,"this.saveResource.Location = new System.Drawing.Point(880, 413);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,129,12,T:System.Drawing.GraphicsUnit,,,,,"this.saveResource.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,129,12,T:System.Drawing.GraphicsUnit,,,,,"this.saveResource.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,129,12,F:System.Drawing.GraphicsUnit.Point,,,,,"this.saveResource.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,129,12,T:System.Drawing.FontStyle,,,,,"this.saveResource.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,129,12,T:System.Drawing.FontStyle,,,,,"this.saveResource.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,129,12,F:System.Drawing.FontStyle.Regular,,,,,"this.saveResource.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,129,12,T:System.Drawing.Font,,,,,"this.saveResource.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,129,12,"M:System.Drawing.Font.#ctor(System.String,System.Single,System.Drawing.FontStyle,System.Drawing.GraphicsUnit,System.Byte)",,,,,"this.saveResource.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,129,12,T:System.Windows.Forms.Button,,,,,"this.saveResource.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,129,12,T:System.Drawing.Font,,,,,"this.saveResource.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,129,12,P:System.Windows.Forms.Control.Font,,,,,"this.saveResource.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,128,12,T:System.Windows.Forms.FlatStyle,,,,,this.saveResource.FlatStyle = System.Windows.Forms.FlatStyle.Flat;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,128,12,T:System.Windows.Forms.FlatStyle,,,,,this.saveResource.FlatStyle = System.Windows.Forms.FlatStyle.Flat;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,128,12,F:System.Windows.Forms.FlatStyle.Flat,,,,,this.saveResource.FlatStyle = System.Windows.Forms.FlatStyle.Flat;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,128,12,T:System.Windows.Forms.Button,,,,,this.saveResource.FlatStyle = System.Windows.Forms.FlatStyle.Flat;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,128,12,T:System.Windows.Forms.FlatStyle,,,,,this.saveResource.FlatStyle = System.Windows.Forms.FlatStyle.Flat;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,128,12,P:System.Windows.Forms.ButtonBase.FlatStyle,,,,,this.saveResource.FlatStyle = System.Windows.Forms.FlatStyle.Flat;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,127,12,T:System.Windows.Forms.Button,,,,,this.saveResource.FlatAppearance.BorderSize = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,127,12,T:System.Windows.Forms.FlatButtonAppearance,,,,,this.saveResource.FlatAppearance.BorderSize = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,127,12,P:System.Windows.Forms.ButtonBase.FlatAppearance,,,,,this.saveResource.FlatAppearance.BorderSize = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,127,12,P:System.Windows.Forms.FlatButtonAppearance.BorderSize,,,,,this.saveResource.FlatAppearance.BorderSize = 0;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,126,12,T:System.Windows.Forms.Cursors,,,,,this.saveResource.Cursor = System.Windows.Forms.Cursors.Hand;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,126,12,T:System.Windows.Forms.Cursor,,,,,this.saveResource.Cursor = System.Windows.Forms.Cursors.Hand;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,126,12,P:System.Windows.Forms.Cursors.Hand,,,,,this.saveResource.Cursor = System.Windows.Forms.Cursors.Hand;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,126,12,T:System.Windows.Forms.Button,,,,,this.saveResource.Cursor = System.Windows.Forms.Cursors.Hand;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,126,12,T:System.Windows.Forms.Cursor,,,,,this.saveResource.Cursor = System.Windows.Forms.Cursors.Hand;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,126,12,P:System.Windows.Forms.Control.Cursor,,,,,this.saveResource.Cursor = System.Windows.Forms.Cursors.Hand;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,125,12,T:System.Windows.Forms.Button,,,,,"this.saveResource.BackColor = System.Drawing.Color.FromArgb(((int)(((byte)(214)))), ((int)(((byte)(214)))), ((int)(((byte)(177)))));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,125,12,P:System.Windows.Forms.ButtonBase.BackColor,,,,,"this.saveResource.BackColor = System.Drawing.Color.FromArgb(((int)(((byte)(214)))), ((int)(((byte)(214)))), ((int)(((byte)(177)))));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,121,12,T:System.Windows.Forms.Button,,,,,this.deleteResource.Click += new System.EventHandler(this.deleteResource_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,121,12,E:System.Windows.Forms.Control.Click,,,,,this.deleteResource.Click += new System.EventHandler(this.deleteResource_Click);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,120,12,T:System.Windows.Forms.Button,,,,,this.deleteResource.UseVisualStyleBackColor = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,120,12,P:System.Windows.Forms.ButtonBase.UseVisualStyleBackColor,,,,,this.deleteResource.UseVisualStyleBackColor = false;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,119,12,T:System.Windows.Forms.Button,,,,,"this.deleteResource.Text = ""Delete"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,119,12,P:System.Windows.Forms.ButtonBase.Text,,,,,"this.deleteResource.Text = ""Delete"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,118,12,T:System.Windows.Forms.Button,,,,,this.deleteResource.TabIndex = 21;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,118,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.deleteResource.TabIndex = 21;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,117,12,T:System.Windows.Forms.Button,,,,,"this.deleteResource.Size = new System.Drawing.Size(99, 27);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,117,12,P:System.Windows.Forms.Control.Size,,,,,"this.deleteResource.Size = new System.Drawing.Size(99, 27);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,116,12,T:System.Windows.Forms.Button,,,,,"this.deleteResource.Name = ""deleteResource"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,116,12,P:System.Windows.Forms.Control.Name,,,,,"this.deleteResource.Name = ""deleteResource"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,115,12,T:System.Windows.Forms.Button,,,,,"this.deleteResource.Location = new System.Drawing.Point(604, 413);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,115,12,P:System.Windows.Forms.Control.Location,,,,,"this.deleteResource.Location = new System.Drawing.Point(604, 413);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,LabApp\LabApp.csproj,File,LabApp\Forms\AdminPannel.Designer.cs,114,12,T:System.Drawing.GraphicsUnit,,,,,"this.deleteResource.Font = new System.Drawing.Font(""Poppins"", 7.8F, System.Drawing.FontStyle.Regular, System.Drawing.GraphicsUnit.Point, ((byte)(0)));"
